sampleID	bioSampleID	dataset	target_gene	marker	molecule	Tara_biome_original	expedition	basin	area	watling_basins	Biome	Tara_depth_nominal	province	station	deployment	core	pseudoreplicate	samp_size	samp_mat_process	samp_collect_device	collection_timestamp	collection_date	latitude	longitude	lower_size_...µm	upper_size_...µm	size_class	depth	primprod	calcite	nitrate	PAR_mean	ph	silicate	sst_mean	sst_range	srf_current	slope	PIC_mean	POC_mean	tsm_mean	sb_nitrate	sb_o2dissolve	sb_o2utilized	sb_silicate	sb_temp	phosphate	sb_salinity	wat_col_temp	seafloor_depth	POC_seafloor	POC_export
RNA_63	OMS1-S5-MC11-C2	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S5	OMS1-S5-MC11	OMS1-S5-MC11-C2	OMS1-S5-MC11-C2-R3	2 ml	lifeguard preservation solution	multiple corer	01/03/2015	01/03/2015	12.2172668	-117.3254565	0	1		4106.0	306	6.5927619934082	2	43	8.20499992370605	2	27	1.03525698184967	-0.0627705529332161	0.149480700492859	85.6788787841797	46.2398300170898	0.0667936727404594	37.3041000366211	3.45700001716614	4.30310010910034	157.819900512695	1.49909996986389	0.24600000679493	34.6297607421875	6.80549812316895	-4135.43701171875	1.648807645	6.50984621047974
RNA_64	OMS1-S5-MC11-C11	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S5	OMS1-S5-MC11	OMS1-S5-MC11-C11	OMS1-S5-MC11-C11-R1	2 ml	lifeguard preservation solution	multiple corer	01/03/2015	01/03/2015	12.2172668	-117.3254565	0	1		4106.0	306	6.5927619934082	2	43	8.20499992370605	2	27	1.03525698184967	-0.0627705529332161	0.149480700492859	85.6788787841797	46.2398300170898	0.0667936727404594	37.3041000366211	3.45700001716614	4.30310010910034	157.819900512695	1.49909996986389	0.24600000679493	34.6297607421875	6.80549812316895	-4135.43701171875	1.648807645	6.50984621047974
RNA_65	OMS1-S5-MC11-C11	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S5	OMS1-S5-MC11	OMS1-S5-MC11-C11	OMS1-S5-MC11-C11-R2	2 ml	lifeguard preservation solution	multiple corer	01/03/2015	01/03/2015	12.2172668	-117.3254565	0	1		4106.0	306	6.5927619934082	2	43	8.20499992370605	2	27	1.03525698184967	-0.0627705529332161	0.149480700492859	85.6788787841797	46.2398300170898	0.0667936727404594	37.3041000366211	3.45700001716614	4.30310010910034	157.819900512695	1.49909996986389	0.24600000679493	34.6297607421875	6.80549812316895	-4135.43701171875	1.648807645	6.50984621047974
RNA_66	OMS1-S5-MC11-C11	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S5	OMS1-S5-MC11	OMS1-S5-MC11-C11	OMS1-S5-MC11-C11-R3	2 ml	lifeguard preservation solution	multiple corer	01/03/2015	01/03/2015	12.2172668	-117.3254565	0	1		4106.0	306	6.5927619934082	2	43	8.20499992370605	2	27	1.03525698184967	-0.0627705529332161	0.149480700492859	85.6788787841797	46.2398300170898	0.0667936727404594	37.3041000366211	3.45700001716614	4.30310010910034	157.819900512695	1.49909996986389	0.24600000679493	34.6297607421875	6.80549812316895	-4135.43701171875	1.648807645	6.50984621047974
RNA_67	OMS1-S6-MC12-C5	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S6	OMS1-S6-MC12	OMS1-S6-MC12-C5	OMS1-S6-MC12-C5-R1	2 ml	lifeguard preservation solution	multiple corer	02/03/2015	02/03/2015	12.1449167	-117.32545	0	1		4041.0	306	6.14626693725586	2	43	8.20502758026123	2	27	1	-0.0582677200436592	0.153261795639992	84.743293762207	46.0408515930176	0.0664674565196037	37.3022804260254	3.45741295814514	4.30267286300659	157.800796508789	1.49905300140381	0.24600000679493	34.6305618286133	6.7997350692749	-4115.4130859375	1.648807645	6.50984621047974
RNA_68	OMS1-S6-MC12-C5	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S6	OMS1-S6-MC12	OMS1-S6-MC12-C5	OMS1-S6-MC12-C5-R2	2 ml	lifeguard preservation solution	multiple corer	02/03/2015	02/03/2015	12.1449167	-117.32545	0	1		4041.0	306	6.14626693725586	2	43	8.20502758026123	2	27	1	-0.0582677200436592	0.153261795639992	84.743293762207	46.0408515930176	0.0664674565196037	37.3022804260254	3.45741295814514	4.30267286300659	157.800796508789	1.49905300140381	0.24600000679493	34.6305618286133	6.7997350692749	-4115.4130859375	1.648807645	6.50984621047974
RNA_69	OMS1-S6-MC12-C5	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S6	OMS1-S6-MC12	OMS1-S6-MC12-C5	OMS1-S6-MC12-C5-R3	2 ml	lifeguard preservation solution	multiple corer	02/03/2015	02/03/2015	12.1449167	-117.32545	0	1		4041.0	306	6.14626693725586	2	43	8.20502758026123	2	27	1	-0.0582677200436592	0.153261795639992	84.743293762207	46.0408515930176	0.0664674565196037	37.3022804260254	3.45741295814514	4.30267286300659	157.800796508789	1.49905300140381	0.24600000679493	34.6305618286133	6.7997350692749	-4115.4130859375	1.648807645	6.50984621047974
RNA_70	OMS1-S6-MC12-C6	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S6	OMS1-S6-MC12	OMS1-S6-MC12-C6	OMS1-S6-MC12-C6-R1	2 ml	lifeguard preservation solution	multiple corer	02/03/2015	02/03/2015	12.1449167	-117.32545	0	1		4041.0	306	6.14626693725586	2	43	8.20502758026123	2	27	1	-0.0582677200436592	0.153261795639992	84.743293762207	46.0408515930176	0.0664674565196037	37.3022804260254	3.45741295814514	4.30267286300659	157.800796508789	1.49905300140381	0.24600000679493	34.6305618286133	6.7997350692749	-4115.4130859375	1.648807645	6.50984621047974
RNA_71	OMS1-S6-MC12-C6	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S6	OMS1-S6-MC12	OMS1-S6-MC12-C6	OMS1-S6-MC12-C6-R2	2 ml	lifeguard preservation solution	multiple corer	02/03/2015	02/03/2015	12.1449167	-117.32545	0	1		4041.0	306	6.14626693725586	2	43	8.20502758026123	2	27	1	-0.0582677200436592	0.153261795639992	84.743293762207	46.0408515930176	0.0664674565196037	37.3022804260254	3.45741295814514	4.30267286300659	157.800796508789	1.49905300140381	0.24600000679493	34.6305618286133	6.7997350692749	-4115.4130859375	1.648807645	6.50984621047974
RNA_73	UK1-U7-MC13-C6	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U7	UK1-U7-MC13	UK1-U7-MC13-C6	UK1-U7-MC13-C6-R1	2 ml	lifeguard preservation solution	multiple corer	03/03/2015	03/03/2015	12.4509383	-116.594476	0	1		4129.0	302.692199707031	6	2	43	8.20600032806396	2	27	1.55046200752258	-0.0678282529115677	0.495643585920334	87.2787399291992	46.5742607116699	0.067227691411972	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6361808776855	6.8502459526062	-4018.93896484375	1.649197727	6.55604553222656
RNA_74	UK1-U7-MC13-C6	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U7	UK1-U7-MC13	UK1-U7-MC13-C6	UK1-U7-MC13-C6-R2	2 ml	lifeguard preservation solution	multiple corer	03/03/2015	03/03/2015	12.4509383	-116.594476	0	1		4129.0	302.692199707031	6	2	43	8.20600032806396	2	27	1.55046200752258	-0.0678282529115677	0.495643585920334	87.2787399291992	46.5742607116699	0.067227691411972	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6361808776855	6.8502459526062	-4018.93896484375	1.649197727	6.55604553222656
RNA_75	UK1-U7-MC13-C6	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U7	UK1-U7-MC13	UK1-U7-MC13-C6	UK1-U7-MC13-C6-R3	2 ml	lifeguard preservation solution	multiple corer	03/03/2015	03/03/2015	12.4509383	-116.594476	0	1		4129.0	302.692199707031	6	2	43	8.20600032806396	2	27	1.55046200752258	-0.0678282529115677	0.495643585920334	87.2787399291992	46.5742607116699	0.067227691411972	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6361808776855	6.8502459526062	-4018.93896484375	1.649197727	6.55604553222656
RNA_76	UK1-U7-MC13-C12	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U7	UK1-U7-MC13	UK1-U7-MC13-C12	UK1-U7-MC13-C12-R1	2 ml	lifeguard preservation solution	multiple corer	03/03/2015	03/03/2015	12.4509383	-116.594476	0	1		4129.0	302.692199707031	6	2	43	8.20600032806396	2	27	1.55046200752258	-0.0678282529115677	0.495643585920334	87.2787399291992	46.5742607116699	0.067227691411972	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6361808776855	6.8502459526062	-4018.93896484375	1.649197727	6.55604553222656
RNA_77	UK1-U7-MC13-C12	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U7	UK1-U7-MC13	UK1-U7-MC13-C12	UK1-U7-MC13-C12-R2	2 ml	lifeguard preservation solution	multiple corer	03/03/2015	03/03/2015	12.4509383	-116.594476	0	1		4129.0	302.692199707031	6	2	43	8.20600032806396	2	27	1.55046200752258	-0.0678282529115677	0.495643585920334	87.2787399291992	46.5742607116699	0.067227691411972	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6361808776855	6.8502459526062	-4018.93896484375	1.649197727	6.55604553222656
RNA_78	UK1-U7-MC13-C12	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U7	UK1-U7-MC13	UK1-U7-MC13-C12	UK1-U7-MC13-C12-R3	2 ml	lifeguard preservation solution	multiple corer	03/03/2015	03/03/2015	12.4509383	-116.594476	0	1		4129.0	302.692199707031	6	2	43	8.20600032806396	2	27	1.55046200752258	-0.0678282529115677	0.495643585920334	87.2787399291992	46.5742607116699	0.067227691411972	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6361808776855	6.8502459526062	-4018.93896484375	1.649197727	6.55604553222656
RNA_82	UK1-U10-MC15-C11	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U10	UK1-U10-MC15	UK1-U10-MC15-C11	UK1-U10-MC15-C11-R1	2 ml	lifeguard preservation solution	multiple corer	06/03/2015	06/03/2015	12.5697577	-116.5388433	0	1		4226.0	300.945098876953	6.10645484924316	2	43.0911483764648	8.20622634887695	2	27	1.75207102298737	-0.0703471377491951	0.646231591701508	84.2985076904297	46.4388008117676	0.0665509775280952	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6362800598145	6.859619140625	-4069.8759765625	1.644217459	6.14332342147827
RNA_83	UK1-U10-MC15-C11	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U10	UK1-U10-MC15	UK1-U10-MC15-C11	UK1-U10-MC15-C11-R2	2 ml	lifeguard preservation solution	multiple corer	06/03/2015	06/03/2015	12.5697577	-116.5388433	0	1		4226.0	300.945098876953	6.10645484924316	2	43.0911483764648	8.20622634887695	2	27	1.75207102298737	-0.0703471377491951	0.646231591701508	84.2985076904297	46.4388008117676	0.0665509775280952	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6362800598145	6.859619140625	-4069.8759765625	1.644217459	6.14332342147827
RNA_84	UK1-U10-MC15-C11	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U10	UK1-U10-MC15	UK1-U10-MC15-C11	UK1-U10-MC15-C11-R3	2 ml	lifeguard preservation solution	multiple corer	06/03/2015	06/03/2015	12.5697577	-116.5388433	0	1		4226.0	300.945098876953	6.10645484924316	2	43.0911483764648	8.20622634887695	2	27	1.75207102298737	-0.0703471377491951	0.646231591701508	84.2985076904297	46.4388008117676	0.0665509775280952	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6362800598145	6.859619140625	-4069.8759765625	1.644217459	6.14332342147827
RNA_85	UK1-U10-MC15-C10	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U10	UK1-U10-MC15	UK1-U10-MC15-C10	UK1-U10-MC15-C10-R1	2 ml	lifeguard preservation solution	multiple corer	06/03/2015	06/03/2015	12.5697577	-116.5388433	0	1		4226.0	300.945098876953	6.10645484924316	2	43.0911483764648	8.20622634887695	2	27	1.75207102298737	-0.0703471377491951	0.646231591701508	84.2985076904297	46.4388008117676	0.0665509775280952	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6362800598145	6.859619140625	-4069.8759765625	1.644217459	6.14332342147827
RNA_86	UK1-U10-MC15-C10	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U10	UK1-U10-MC15	UK1-U10-MC15-C10	UK1-U10-MC15-C10-R2	2 ml	lifeguard preservation solution	multiple corer	06/03/2015	06/03/2015	12.5697577	-116.5388433	0	1		4226.0	300.945098876953	6.10645484924316	2	43.0911483764648	8.20622634887695	2	27	1.75207102298737	-0.0703471377491951	0.646231591701508	84.2985076904297	46.4388008117676	0.0665509775280952	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6362800598145	6.859619140625	-4069.8759765625	1.644217459	6.14332342147827
RNA_94	UK1-U14-MC17-C2	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U14	UK1-U14-MC17	UK1-U14-MC17-C2	UK1-U14-MC17-C2-R1	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5211332	-116.6980793	0	1		4237.0	302.866790771484	6	2	43	8.20600032806396	2	27	1.55937194824219	-0.0676554217934608	0.446721911430359	92.1377105712891	46.2929801940918	0.0675603300333023	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6360092163086	6.84973907470703	-4026.0810546875	1.644217459	6.55604553222656
RNA_95	UK1-U14-MC17-C2	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U14	UK1-U14-MC17	UK1-U14-MC17-C2	UK1-U14-MC17-C2-R2	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5211332	-116.6980793	0	1		4237.0	302.866790771484	6	2	43	8.20600032806396	2	27	1.55937194824219	-0.0676554217934608	0.446721911430359	92.1377105712891	46.2929801940918	0.0675603300333023	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6360092163086	6.84973907470703	-4026.0810546875	1.644217459	6.55604553222656
RNA_96	UK1-U14-MC17-C2	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U14	UK1-U14-MC17	UK1-U14-MC17-C2	UK1-U14-MC17-C2-R3	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5211332	-116.6980793	0	1		4237.0	302.866790771484	6	2	43	8.20600032806396	2	27	1.55937194824219	-0.0676554217934608	0.446721911430359	92.1377105712891	46.2929801940918	0.0675603300333023	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6360092163086	6.84973907470703	-4026.0810546875	1.644217459	6.55604553222656
RNA_97	UK1-U14-MC17-C7	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U14	UK1-U14-MC17	UK1-U14-MC17-C7	UK1-U14-MC17-C7-R1	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5211332	-116.6980793	0	1		4237.0	302.866790771484	6	2	43	8.20600032806396	2	27	1.55937194824219	-0.0676554217934608	0.446721911430359	92.1377105712891	46.2929801940918	0.0675603300333023	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6360092163086	6.84973907470703	-4026.0810546875	1.644217459	6.55604553222656
RNA_98	UK1-U14-MC17-C7	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U14	UK1-U14-MC17	UK1-U14-MC17-C7	UK1-U14-MC17-C7-R2	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5211332	-116.6980793	0	1		4237.0	302.866790771484	6	2	43	8.20600032806396	2	27	1.55937194824219	-0.0676554217934608	0.446721911430359	92.1377105712891	46.2929801940918	0.0675603300333023	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6360092163086	6.84973907470703	-4026.0810546875	1.644217459	6.55604553222656
RNA_99	UK1-U14-MC17-C7	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U14	UK1-U14-MC17	UK1-U14-MC17-C7	UK1-U14-MC17-C7-R3	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5211332	-116.6980793	0	1		4237.0	302.866790771484	6	2	43	8.20600032806396	2	27	1.55937194824219	-0.0676554217934608	0.446721911430359	92.1377105712891	46.2929801940918	0.0675603300333023	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.6360092163086	6.84973907470703	-4026.0810546875	1.644217459	6.55604553222656
RNA_100	UK1-U13-MC18-C1	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U13	UK1-U13-MC18	UK1-U13-MC18-C1	UK1-U13-MC18-C1-R1	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5968157	-116.4936017	0	1		4256.0	303.116394042969	6.28465700149536	2	43.2521209716797	8.206862449646	2	27	1.91408002376556	-0.0700032189488411	0.612790584564209	85.9070205688477	46.3353805541992	0.0664741694927216	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.636890411377	6.85387420654297	-4147.658203125	1.633448037	6.14332342147827
RNA_101	UK1-U13-MC18-C1	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U13	UK1-U13-MC18	UK1-U13-MC18-C1	UK1-U13-MC18-C1-R2	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5968157	-116.4936017	0	1		4256.0	303.116394042969	6.28465700149536	2	43.2521209716797	8.206862449646	2	27	1.91408002376556	-0.0700032189488411	0.612790584564209	85.9070205688477	46.3353805541992	0.0664741694927216	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.636890411377	6.85387420654297	-4147.658203125	1.633448037	6.14332342147827
RNA_102	UK1-U13-MC18-C1	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U13	UK1-U13-MC18	UK1-U13-MC18-C1	UK1-U13-MC18-C1-R3	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5968157	-116.4936017	0	1		4256.0	303.116394042969	6.28465700149536	2	43.2521209716797	8.206862449646	2	27	1.91408002376556	-0.0700032189488411	0.612790584564209	85.9070205688477	46.3353805541992	0.0664741694927216	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.636890411377	6.85387420654297	-4147.658203125	1.633448037	6.14332342147827
RNA_103	UK1-U13-MC18-C5	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U13	UK1-U13-MC18	UK1-U13-MC18-C5	UK1-U13-MC18-C5-R1	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5968157	-116.4936017	0	1		4256.0	303.116394042969	6.28465700149536	2	43.2521209716797	8.206862449646	2	27	1.91408002376556	-0.0700032189488411	0.612790584564209	85.9070205688477	46.3353805541992	0.0664741694927216	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.636890411377	6.85387420654297	-4147.658203125	1.633448037	6.14332342147827
RNA_104	UK1-U13-MC18-C5	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U13	UK1-U13-MC18	UK1-U13-MC18-C5	UK1-U13-MC18-C5-R2	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5968157	-116.4936017	0	1		4256.0	303.116394042969	6.28465700149536	2	43.2521209716797	8.206862449646	2	27	1.91408002376556	-0.0700032189488411	0.612790584564209	85.9070205688477	46.3353805541992	0.0664741694927216	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.636890411377	6.85387420654297	-4147.658203125	1.633448037	6.14332342147827
RNA_105	UK1-U13-MC18-C5	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_UK1	UK1-U13	UK1-U13-MC18	UK1-U13-MC18-C5	UK1-U13-MC18-C5-R3	2 ml	lifeguard preservation solution	multiple corer	09/03/2015	09/03/2015	12.5968157	-116.4936017	0	1		4256.0	303.116394042969	6.28465700149536	2	43.2521209716797	8.206862449646	2	27	1.91408002376556	-0.0700032189488411	0.612790584564209	85.9070205688477	46.3353805541992	0.0664741694927216	37.3572998046875	3.43420004844666	4.32919979095459	158.089401245117	1.51740002632141	0.244800001382828	34.636890411377	6.85387420654297	-4147.658203125	1.633448037	6.14332342147827
RNA_106	OMS1-S9-MC19-C7	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S9	OMS1-S9-MC19	OMS1-S9-MC19-C7	OMS1-S9-MC19-C7-R1	2 ml	lifeguard preservation solution	multiple corer	11/03/2015	11/03/2015	12.0999833	-117.19665	0	1		4082.0	306	6.19997978210449	2	43	8.20510768890381	2	27	1	-0.0575092807412148	0.144663706421852	82.8068008422852	46.388240814209	0.0660987794399261	37.2895698547363	3.46030497550964	4.29968500137329	157.667007446289	1.49872100353241	0.24600000679493	34.6316909790039	6.79674005508423	-4115.48486328125	1.648807645	6.50984621047974
RNA_107	OMS1-S9-MC19-C7	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S9	OMS1-S9-MC19	OMS1-S9-MC19-C7	OMS1-S9-MC19-C7-R2	2 ml	lifeguard preservation solution	multiple corer	11/03/2015	11/03/2015	12.0999833	-117.19665	0	1		4082.0	306	6.19997978210449	2	43	8.20510768890381	2	27	1	-0.0575092807412148	0.144663706421852	82.8068008422852	46.388240814209	0.0660987794399261	37.2895698547363	3.46030497550964	4.29968500137329	157.667007446289	1.49872100353241	0.24600000679493	34.6316909790039	6.79674005508423	-4115.48486328125	1.648807645	6.50984621047974
RNA_108	OMS1-S9-MC19-C7	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S9	OMS1-S9-MC19	OMS1-S9-MC19-C7	OMS1-S9-MC19-C7-R3	2 ml	lifeguard preservation solution	multiple corer	11/03/2015	11/03/2015	12.0999833	-117.19665	0	1		4082.0	306	6.19997978210449	2	43	8.20510768890381	2	27	1	-0.0575092807412148	0.144663706421852	82.8068008422852	46.388240814209	0.0660987794399261	37.2895698547363	3.46030497550964	4.29968500137329	157.667007446289	1.49872100353241	0.24600000679493	34.6316909790039	6.79674005508423	-4115.48486328125	1.648807645	6.50984621047974
RNA_109	OMS1-S9-MC19-C11	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S9	OMS1-S9-MC19	OMS1-S9-MC19-C11	OMS1-S9-MC19-C11-R1	2 ml	lifeguard preservation solution	multiple corer	11/03/2015	11/03/2015	12.0999833	-117.19665	0	1		4082.0	306	6.19997978210449	2	43	8.20510768890381	2	27	1	-0.0575092807412148	0.144663706421852	82.8068008422852	46.388240814209	0.0660987794399261	37.2895698547363	3.46030497550964	4.29968500137329	157.667007446289	1.49872100353241	0.24600000679493	34.6316909790039	6.79674005508423	-4115.48486328125	1.648807645	6.50984621047974
RNA_110	OMS1-S9-MC19-C11	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S9	OMS1-S9-MC19	OMS1-S9-MC19-C11	OMS1-S9-MC19-C11-R2	2 ml	lifeguard preservation solution	multiple corer	11/03/2015	11/03/2015	12.0999833	-117.19665	0	1		4082.0	306	6.19997978210449	2	43	8.20510768890381	2	27	1	-0.0575092807412148	0.144663706421852	82.8068008422852	46.388240814209	0.0660987794399261	37.2895698547363	3.46030497550964	4.29968500137329	157.667007446289	1.49872100353241	0.24600000679493	34.6316909790039	6.79674005508423	-4115.48486328125	1.648807645	6.50984621047974
RNA_111	OMS1-S9-MC19-C11	deep_sea	18S rRNA	V9	RNA		Abyssline2	Pacific Ocean	North Pacific Ocean	AB11	Sediment		CCFZ_OMS1	OMS1-S9	OMS1-S9-MC19	OMS1-S9-MC19-C11	OMS1-S9-MC19-C11-R3	2 ml	lifeguard preservation solution	multiple corer	11/03/2015	11/03/2015	12.0999833	-117.19665	0	1		4082.0	306	6.19997978210449	2	43	8.20510768890381	2	27	1	-0.0575092807412148	0.144663706421852	82.8068008422852	46.388240814209	0.0660987794399261	37.2895698547363	3.46030497550964	4.29968500137329	157.667007446289	1.49872100353241	0.24600000679493	34.6316909790039	6.79674005508423	-4115.48486328125	1.648807645	6.50984621047974
